id,title,company,location,skills,description,seniority
job-3894544709,Data Analyst,Capital One,"McLean, VA",Python;SQL;Spark;AWS;Git;Agile,"Locations: VA - Richmond, United States of America, Richmond, VirginiaSenior Data Analyst  At Capital One, data is at the center of everything we do. When we launched as a startup we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in t",Mid
job-3894545519,UI/UX Designer,Capital One,"San Francisco, CA",Excel;React;AWS;Git;Figma;Prototyping,"201 Third Street (61049), United States of America, San Francisco, CaliforniaSr. Manager, Staff Product Designer - Enterprise Data(Hybrid)  At Capital One, we’re building a leading information-based technology company. Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. We measure our efforts by the success our customers enjoy and the advocacy they exhibit",Mid
job-3894546434,UI/UX Designer,Capital One,"McLean, VA",Excel;React;AWS;Git;Figma;Prototyping,"201 Third Street (61049), United States of America, San Francisco, CaliforniaSr. Manager, Staff Product Designer - Enterprise Data(Hybrid)  At Capital One, we’re building a leading information-based technology company. Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. We measure our efforts by the success our customers enjoy and the advocacy they exhibit",Mid
job-3894548016,Data Analyst,Capital One,"Richmond, VA",Python;SQL;Spark;AWS;Git;Agile,"Locations: VA - Richmond, United States of America, Richmond, VirginiaSenior Data Analyst  At Capital One, data is at the center of everything we do. When we launched as a startup we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in t",Mid
job-3894552047,Database Administrator,StoneX Group Inc.,"Chicago, IL",APIs;Excel;Python;SQL;AWS;Git;Monitoring;Networking;Communication,"Overview   The Company   Innovative, future-focused and collaborative, StoneX Group Inc. (NASDAQ: SNEX) is a global financial services firm with an entrepreneurial culture and a passion for providing world-class services to our clients. A Fortune-100 company with a nearly 100-year track record , with 3, 9 00 employees and over 400,00 retail and institutional clients from more than 80 offices spread across five continents, we connect clients to the global markets – focusing on innovation, human c",Junior
job-3894554150,QA Engineer,ConsultNet Technology Services and Solutions,"Rockville, MD",API Testing;SQL;Java;AWS,"Mid SDET  Location: Remote anywhere in the continental US (lower 48 states). Cannot work outside of the U.S.  Contract to Hire, Long term Contract  Job Description  We are supporting a Senior Director in the Quality Assurance space, who is looking for a talented, Mid level SDET.  Coding in Java and experience in an assurance organization/role is a must for this our client really has an organization of true SDET’s and leaders from some of the best known technology companies in the world.  Must-Ha",Junior
job-3894555902,Analytics Engineer,Spotter,"Culver City, CA",ETL;Tableau;Python;SQL;Airflow;AWS;dbt,"Overview  Spotter, named one of TIME100's Most Influential Companies this year, empowers top YouTube creators to accelerate their business and unleash their full creative potential by giving them access to the capital, knowledge, and community they need to succeed at scale. As the top provider of creator-friendly growth capital, Spotter tailors our investments to meet the unique needs of each creator we partner with, giving them the freedom to create without compromise.  Creators are free to rei",Mid
job-3894559908,Analytics Engineer,Spotter,"Culver City, CA",ETL;Tableau;Python;SQL;Airflow;AWS;dbt;Data Modeling;Communication,"Overview  Spotter, named one of TIME100's Most Influential Companies this year, empowers top YouTube creators to accelerate their business and unleash their full creative potential by giving them access to the capital, knowledge, and community they need to succeed at scale. As the top provider of creator-friendly growth capital, Spotter tailors our investments to meet the unique needs of each creator we partner with, giving them the freedom to create without compromise.  Creators are free to rei",Mid
job-3894565616,Backend Developer,The Baer Group,"Washington, DC",APIs;SQL;Java;AWS;Git;Agile,"**Federal Project - Applicant must be a United States Citizen or Permanent Residents, with the ability to obtain a Public Trust**  Baer is looking for Senior Backend Developer for a 5-month Federal Remote Project.  Title: Senior Backend Developer  Location: Remote (Must be based in US)  Duration: 5 month  Rate: All-inclusive  Alignment: W2 or C2C (Vendors Not Permitted)  Responsibilities  Architect, develop, and implement technical requirements for multiple applications in alignment with Agile S",Mid
job-3894567144,QA Engineer,TEKsystems,"Alpharetta, GA",Excel;Python;SQL;Java;JavaScript;Spark;AWS;Docker;Git;Selenium;Test Automation;Agile;Communication,"Duration: 6+ months  Location: 3 days onsite & 2 days Remote - based from Alpharetta, GA   Description   Our client is well known for payroll software and they also have time management software. They have 4-5 versions of time management software. Trying to build the products for the next generation.  The primary job responsibility for the Automation tester will be test automation using frameworks like Selenium, Cypress, or Playwright.The Automation tester will work closely with the development",Junior
job-3894567539,Frontend Developer,The Baer Group,"Washington, DC",Java;JavaScript;HTML;Git;Agile,"**Federal Project - Applicant must be a United States Citizen or Permanent Residents, with the ability to obtain a Public Trust**  Baer is looking for Junior UI Developer for a 5-month Federal Remote Project.  Title: Junior UI Developer  Location: Remote (Must be based in US)  Duration: 5 month  Rate: All-inclusive  Alignment: W2 or C2C (Vendors Not Permitted)  Responsibilities  Interpret project requirements and collaborate with cross-functional teams to develop a user interface for the route m",Junior
job-3894569005,Backend Developer,RemoteWorker US,"Houston, TX",Excel;Python;SQL;Java;JavaScript;React;Node.js;AWS;GCP;Docker,"Job Description  Job Description  Job Summary:  Join our pioneering AI startup as a Senior Full Stack Developer, where your extensive experience will drive the development and optimization of robust backend systems for cutting-edge artificial intelligence applications. As a senior member of our engineering team, you will lead initiatives, mentor junior developers, and contribute to the strategic evolution of our backend architecture. If you have over 7 years of experience, possess deep expertise",Mid
